C_stage_nF,E_peek_MVpm,V_onset_kV,k_geo_ApV2,I_ion_mA,power_W,thrust_N_UPPER_BOUND,thrust_gf_UPPER_BOUND,efficiency_N_per_kW_UPPER_BOUND,corona_onset_margin,mean_gap_breakdown_margin,droop_V,droop_pct,ripple_Vpp
1.625,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,274.1471219259575,1.246123281481625,43.28638767251961
1.7374999999999998,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,256.396588851615,1.1654390402346135,40.483671923939205
1.85,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,240.80490439442215,1.0945677472473734,38.0218270096456
1.9625000000000001,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,227.00080159474186,1.0318218254306448,35.842231830748716
2.075,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,214.69352921912338,0.9758796782687426,33.89897829775632
2.1875,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,203.65214771642556,0.925691580529207,32.155602271014565
2.3,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,193.69090136073086,0.8804131880033221,30.58277389906277
2.4125,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,184.65868316256206,0.8393576507389184,29.15663418356243
2.525,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,176.43131609096278,0.8019605276861944,27.85757622488886
2.6375,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,168.9058097174146,0.7677536805337027,26.669338376433885
2.75,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,161.99602659261126,0.7363455754209602,25.578319988307044
2.8625,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,155.62937052565275,0.7074062296620579,24.573058504050433
2.9749999999999996,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,149.74422626207766,0.6806555739185348,23.64382519927542
3.0875,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,144.2879589083987,0.6558543586745397,22.78230930132611
3.2,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,139.2153353530253,0.6327969788773877,21.981368739951364
3.3125,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,134.4872673599037,0.6113057607268351,21.234831688405848
3.4250000000000003,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,130.06980237362947,0.5912263744255886,20.537337216888865
3.5374999999999996,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,125.93330689178262,0.5724241222353755,19.884206351334097
3.65,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,122.05180085744684,0.5547809129883947,19.271336977491607
3.7624999999999997,17.7568,2.740667127244148,2.7668749999999996e-12,1.1723396661307395,25.791472654876266,0.09378717329045916,9.560364249791963,3.6363636363636367,8.027242630564148,1.6363636363636365,118.40241146303815,0.5381927793774461,18.695117599427075
