r_wire_um,E_peek_MVpm,V_onset_kV,k_geo_ApV2,I_ion_mA,power_W,thrust_N_UPPER_BOUND,thrust_gf_UPPER_BOUND,efficiency_N_per_kW_UPPER_BOUND,corona_onset_margin,mean_gap_breakdown_margin,droop_V,droop_pct,ripple_Vpp
38.75,14.750621043777693,3.2783525641690483,2.7668749999999996e-12,1.1396100814783245,25.071421792523143,0.09116880651826598,9.293456321943523,3.6363636363636362,6.710687630259882,1.6363636363636365,433.0518309617633,1.9684174134625605,68.37660488869948
39.375,14.652845612719776,3.2999164637111744,2.7668749999999996e-12,1.138297459958321,25.042544119083065,0.09106379679666571,9.282751967040337,3.636363636363637,6.66683543111822,1.6363636363636365,432.55303478416204,1.9661501581098275,68.29784759749927
40.0,14.557370839715075,3.321283066905523,2.7668749999999996e-12,1.1369968481136272,25.0139306584998,0.09095974784909018,9.27214555036597,3.6363636363636362,6.623946094572918,1.6363636363636365,432.05880228317835,1.9639036467417197,68.21981088681764
40.625,14.464107893116038,3.3424572547210194,2.7668749999999996e-12,1.135707948833563,24.985574874338386,0.09085663590668505,9.261634648999495,3.6363636363636367,6.581983948762942,1.6363636363636365,431.56902055675397,1.9616773661670635,68.14247693001379
41.25,14.372972670166753,3.3634437134007897,2.7668749999999996e-12,1.1344304768606521,24.957470490934348,0.09075443814885219,9.25121693668218,3.6363636363636367,6.540915167495317,1.6363636363636365,431.0835812070478,1.959470823668399,68.06582861163913
41.875,14.283885478184272,3.3842469450605757,2.7668749999999996e-12,1.1331641581454814,24.92961147920059,0.09065313265163852,9.240890178556423,3.6363636363636362,6.500707648450345,1.6363636363636365,430.60238009528297,1.9572835458876499,67.98984948872888
42.5,14.196770741623508,3.404871277561238,2.7668749999999996e-12,1.1319087292457504,24.90199204340651,0.09055269833966004,9.230652226265038,3.6363636363636367,6.4613309011075595,1.6363636363636365,430.12531711338517,1.9551150777881146,67.91452375474502
43.12500000000001,14.111556732578336,3.4253208737149436,2.7668749999999996e-12,1.130663936765879,24.87460660884934,0.09045311494127034,9.220501013381277,3.6363636363636367,6.422755943486201,1.6363636363636365,429.65229597103405,1.9529649816865182,67.83983620595275
43.75000000000001,14.028175322534725,3.445599739878994,2.7668749999999996e-12,1.1294295368338907,24.847449810345594,0.09035436294671126,9.21043455114284,3.6363636363636367,6.384955206890228,1.6363636363636365,429.18322399687844,1.9508328363494476,67.76577221003345
44.375,13.946561753423316,3.4657117339861605,2.7668749999999996e-12,1.1282052946125947,24.820516481477082,0.09025642356900758,9.200450924465605,3.6363636363636367,6.347902447932748,1.6363636363636365,428.71801195278596,1.948718236149027,67.69231767675568
45.0,13.866654426222928,3.4856605730558523,2.7668749999999996e-12,1.126990983842374,24.793801644532227,0.09015927870738992,9.190548288215078,3.6363636363636362,6.311572667189671,1.6363636363636365,428.2565738601021,1.9466207902731913,67.61945903054243
45.62500000000001,13.788394705546773,3.5054498402264116,2.7668749999999996e-12,1.1257863864131181,24.767300501088595,0.09006291091304945,9.18072486371554,3.6363636363636367,6.2759420338985805,1.6363636363636365,427.7988268369848,1.9445401219862946,67.54718318478707
46.25,13.71172673880268,3.5250829913451835,2.7668749999999996e-12,1.1245912919630794,24.741008423187747,0.08996730335704636,9.170978935478733,3.6363636363636367,6.240987816177549,1.6363636363636365,427.34469094597017,1.9424758679362282,67.47547751778477
46.875,13.636597288659896,3.544563361149751,2.7668749999999996e-12,1.123405497502613,24.71492094505749,0.08987243980020906,9.16130884813548,3.6363636363636367,6.206688316290629,1.6363636363636365,426.894089050993,1.9404276775045137,67.40432985015678
47.5,13.562955577680627,3.563894169070787,2.7668749999999996e-12,1.1222288070609499,24.689033755340898,0.089778304564876,9.151713003555146,3.6363636363636362,6.173022810533134,1.6363636363636365,426.44694668316095,1.938395212196186,67.33372842365699
48.12500000000001,13.490753144086009,3.583078524684361,2.7668749999999996e-12,1.1210610313543072,24.663342689794757,0.08968488250834458,9.1421898581391,3.6363636363636367,6.139971493350963,1.6363636363636365,426.0031919146368,1.9363781450665307,67.26366188125843
48.75000000000001,13.419943707725608,3.602119432839115,2.7668749999999996e-12,1.1199019874737919,24.637843724423423,0.08959215899790336,9.132737920275572,3.6363636363636367,6.107515425345034,1.6363636363636365,425.56275524004093,1.9343761601820042,67.19411924842751
49.37500000000001,13.350483045408161,3.6210197984816275,2.7668749999999996e-12,1.118751498591675,24.612532969016854,0.08950011988733403,9.123355747944345,3.6363636363636367,6.075636484844706,1.6363636363636365,425.12556946483653,1.9323889521128932,67.12508991550051
50.0,13.28232887483065,3.6397824312013047,2.7668749999999996e-12,1.1176093936847378,24.58740666106423,0.08940875149477902,9.114041946460654,3.6363636363636362,6.044317322763419,1.6363636363636365,424.6915696002003,1.9304162254554558,67.05656362108425
